duration,protocol,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,count,srv_count,dst_host_same_srv_rate,label
0.01750073981597644,tcp,47236.0,86.0,0,1,0,0,0,0,0,475,512,0.9563667142684431,dos
7.826194606968929,tcp,631.0,529.0,0,0,0,0,0,0,0,23,9,0.6354473741947015,normal
3.182724860717409,tcp,129.0,119.0,0,0,0,0,0,1,0,67,40,0.2002168222114898,probe
0.2288449778390252,tcp,33824.0,83.0,0,0,0,0,0,0,0,512,443,1.0,dos
6.303189826135221,udp,82.0,548.0,0,0,0,2,0,0,0,20,11,0.6150222061530727,normal
7.131605103757966,tcp,1094.0,51.0,0,0,0,7,4,0,0,18,13,0.5915238373306204,r2l
0.3362862592522299,tcp,38777.0,70.0,0,0,0,0,0,0,0,512,436,1.0,dos
0.1279110865135275,icmp,53818.0,112.0,0,1,0,0,0,0,0,242,509,0.664320097217328,dos
6.556231558099773,udp,171.0,598.0,0,0,0,0,0,1,0,9,24,0.37433901199982034,normal
0.8970369244389591,tcp,913.0,611.0,0,0,0,0,0,1,0,16,22,0.3870871047485569,normal
0.42517459417654546,tcp,185.0,135.0,0,0,0,1,0,1,0,19,25,0.5721739570772695,normal
1.8780716833330082,icmp,309.0,54.0,0,0,0,1,0,1,0,77,27,0.5458451457390463,probe
0.26831350805830806,icmp,62560.0,149.0,0,1,0,1,0,0,0,512,512,0.9115110517317828,dos
0.34084525958276257,icmp,115290.0,85.0,0,2,0,0,0,0,0,342,405,0.994628171899103,dos
3.376231274409178,tcp,661.0,40.0,0,0,0,1,0,1,0,13,13,0.410110663005712,normal
9.714229164463973,udp,66.0,254.0,0,0,0,0,0,1,0,13,20,0.4475546968610043,normal
5.401512473448605,tcp,816.0,312.0,0,0,0,1,0,1,0,26,15,0.6125172636891687,normal
,tcp,1009.0,337.0,0,0,0,0,0,0,0,24,22,0.688232293094822,normal
0.3295850816110568,icmp,3166.0,138.0,0,1,0,0,0,0,0,294,377,1.0,dos
0.4504364803422117,icmp,69173.0,53.0,0,0,0,0,0,0,0,512,506,0.8473682113013543,dos
0.38640261217266964,tcp,75809.0,146.0,0,2,0,1,0,0,0,405,512,0.8364631318904908,dos
6.105044749270698,tcp,436.0,457.0,0,0,0,1,0,0,0,11,20,0.4500403222442518,normal
10.943936419462364,tcp,679.0,17.0,0,0,0,5,2,1,1,14,9,0.3742133837449972,r2l
0.1753853629528086,tcp,164.0,126.0,0,0,0,0,0,0,0,75,43,0.6447201235284863,probe
0.03197285241213338,tcp,32567.0,124.0,0,0,0,0,0,0,0,512,149,0.9220108952957006,dos
4.809853136746391,tcp,958.0,407.0,0,0,0,0,0,1,1,18,16,0.5615590522684291,normal
4.505815293295244,tcp,473.0,475.0,0,0,0,0,0,1,0,26,11,0.7020009659140591,normal
6.449524610120521,udp,376.0,282.0,0,0,0,1,0,1,0,27,16,0.6339870819014043,normal
5.050042255458763,tcp,324.0,510.0,0,0,0,0,0,1,0,16,11,0.6507609349058844,normal
0.3872797401681316,tcp,59772.0,80.0,0,3,0,0,0,0,0,460,512,0.9515732240967545,dos
0.11316070956580712,icmp,51706.0,227.0,0,0,0,0,0,0,0,512,196,1.0,dos
7.957021718365221,tcp,789.0,17.0,0,0,0,6,3,0,0,14,9,0.3775266464582748,r2l
1.6473581551055396,tcp,579.0,939.0,0,0,0,0,0,0,0,25,25,0.3258671258550052,normal
5.967144835928503,tcp,332.0,209.0,0,0,0,0,0,0,0,25,23,0.40019038762774806,normal
0.30428739409169836,udp,277.0,654.0,0,0,0,1,0,0,1,9,17,0.48705011144804267,normal
5.870775246352199,udp,700.0,565.0,0,0,0,1,0,0,0,22,23,0.44518892414140876,normal
1.3275015477572194,udp,671.0,218.0,0,0,0,1,0,0,0,22,17,0.4451798080940869,normal
4.041180516945511,tcp,559.0,519.0,0,0,0,1,0,1,0,22,18,0.853233536307235,normal
7.2373192286231225,udp,367.0,300.0,0,0,0,1,0,1,0,21,13,0.5975702548788457,normal
0.3341069982897626,icmp,47838.0,113.0,0,1,0,0,0,0,0,512,458,1.0,dos
0.8858494406892472,tcp,745.0,429.0,0,0,0,1,0,1,0,30,23,0.2114477929966716,normal
0.1991409232958964,tcp,31045.0,82.0,0,0,0,0,0,0,0,512,512,1.0,dos
0.0747932211784797,tcp,75789.0,78.0,0,1,0,0,0,0,0,426,512,0.7861794734852765,dos
0.7631037509870167,tcp,57.0,468.0,0,0,0,0,0,1,0,17,22,0.7890430001440711,normal
0.3176494764200961,tcp,55044.0,54.0,0,0,0,0,0,0,0,456,342,0.8620017009672266,dos
0.38404475153401546,icmp,50772.0,56.0,0,0,0,1,0,0,0,512,191,0.7800875828445584,dos
6.101514801789223,icmp,800.0,590.0,0,0,0,0,0,0,0,13,20,0.6384754416916443,normal
6.506567037199377,tcp,224.0,485.0,0,0,0,1,0,0,0,28,21,0.34604923196751536,normal
0.2982133723671272,icmp,25705.0,34.0,0,2,0,0,0,0,0,512,494,0.9157119174605092,dos
4.316524453125081,udp,81.0,199.0,0,0,0,2,0,0,0,7,26,0.3227502834922334,normal
2.317326682344214,tcp,329.0,27.0,0,0,0,0,0,1,0,27,19,0.9134963101147081,normal
3.899800820623753,icmp,576.0,581.0,0,0,0,0,0,0,0,24,23,0.41074386102452665,normal
0.10179774220107443,icmp,3935.0,134.0,0,1,0,0,0,0,0,443,512,1.0,dos
0.1732251709309621,udp,36712.0,45.0,0,2,0,0,0,0,0,512,512,0.9926094834894705,dos
0.3133390305657063,tcp,68323.0,132.0,0,1,0,0,0,1,0,512,512,1.0,dos
0.28232908686886166,tcp,46913.0,199.0,0,0,0,0,0,0,0,512,512,0.8846474870786872,dos
12.661820094736939,udp,522.0,92.0,0,0,0,0,0,1,0,19,17,0.604183428451585,normal
1.635511006237481,tcp,48.0,276.0,0,0,0,0,0,1,0,28,21,0.8597113148213982,normal
,tcp,469.0,87.0,0,0,0,0,0,0,1,18,20,0.5397844095392083,normal
1.4406697219906892,tcp,508.0,589.0,0,0,0,0,0,1,0,27,16,0.46205788871691855,normal
0.24183211860450737,tcp,45088.0,95.0,0,1,0,0,0,0,0,261,376,0.8170370167881496,dos
4.132267044712039,tcp,545.0,320.0,0,0,0,2,0,1,0,29,23,0.5834632008409278,normal
7.1122000655828455,udp,407.0,445.0,0,0,0,0,0,0,0,9,26,0.49001228422424165,normal
0.23255001911731182,tcp,36318.0,72.0,0,0,0,0,0,0,0,381,498,0.8707436497396139,dos
0.27130205999157614,icmp,18806.0,79.0,0,0,0,0,0,0,0,512,432,0.9521877409686117,dos
3.9242050938194515,tcp,792.0,454.0,0,0,0,0,0,0,0,20,23,0.42992637214691487,normal
1.4973706398569773,tcp,132.0,277.0,0,0,0,0,0,0,0,24,13,0.5457460244744093,normal
3.369744070517231,tcp,547.0,306.0,0,0,0,1,0,1,0,12,20,0.4157546264320049,normal
4.045158212290456,tcp,1043.0,368.0,0,0,0,0,0,1,0,14,20,0.7120165037536405,normal
5.184564708515961,udp,830.0,418.0,0,0,0,0,0,0,0,18,18,0.35226814980736604,normal
6.397368218062063,udp,652.0,520.0,0,0,0,0,0,0,0,10,23,0.45667933191423565,normal
4.413508725722427,tcp,574.0,516.0,0,0,0,0,0,0,0,26,20,0.8167274634834483,normal
1.7478237360186533,icmp,184.0,37.0,0,0,0,1,0,0,0,78,40,0.30561566075463836,probe
0.6979671037823678,udp,229.0,681.0,0,0,0,0,0,0,0,13,15,0.46289365212074396,normal
6.349336293140878,tcp,423.0,411.0,0,0,0,0,0,0,0,19,17,0.5115607442131332,normal
3.260255282124898,tcp,672.0,333.0,0,0,0,1,0,1,0,19,15,0.667633929001617,normal
6.867808095574439,udp,616.0,219.0,0,0,0,1,0,0,0,22,16,0.3092452309827652,normal
0.49746599217812937,icmp,73661.0,,0,0,0,0,0,0,0,481,512,1.0,dos
4.530212433267487,tcp,865.0,871.0,0,0,0,1,0,1,0,15,14,0.31859200428553774,normal
0.14650330788511617,tcp,45246.0,193.0,0,1,0,0,0,0,0,467,512,1.0,dos
0.29749520803705526,tcp,55755.0,106.0,0,1,0,1,0,0,0,512,512,0.8752743019985714,dos
5.871754995046596,tcp,69.0,468.0,0,0,0,0,0,0,0,22,26,0.11786910450657423,normal
0.2526719998129919,tcp,117685.0,174.0,0,0,0,1,0,0,0,354,512,1.0,dos
3.5899039765516902,tcp,375.0,351.0,0,0,0,1,0,1,0,26,20,0.6986251455646442,normal
6.408830526743534,tcp,695.0,508.0,0,0,0,2,0,0,0,34,22,0.438636277924509,normal
6.243945686735488,tcp,375.0,445.0,0,0,0,2,0,0,0,23,21,0.38180519253996126,normal
0.24805655395092635,udp,36867.0,195.0,0,0,0,0,0,0,0,491,512,0.7805751305521025,dos
0.864834586848275,tcp,428.0,687.0,0,0,0,2,0,0,0,11,11,0.39927220668372265,normal
6.140945463448631,tcp,126.0,372.0,0,0,0,0,0,1,0,19,12,0.6181752713059729,normal
3.0816820163965586,udp,244.0,705.0,0,0,0,0,0,0,0,12,14,0.6632074728160434,normal
5.535852688425773,udp,847.0,399.0,0,0,0,1,0,0,0,21,26,0.204504197871257,normal
0.32267358475185554,tcp,66371.0,72.0,0,1,0,0,0,0,0,186,165,0.9089514601141032,dos
0.27763143239333665,udp,225.0,342.0,0,0,0,1,0,1,0,23,24,0.5855528398983049,normal
5.202704211028934,udp,635.0,429.0,0,0,0,0,0,1,0,9,17,0.3655976218959922,normal
6.286331313436139,tcp,747.0,242.0,0,0,0,1,0,1,0,20,18,0.6785119437888769,normal
0.395572862296573,icmp,29209.0,74.0,0,0,0,0,0,0,0,512,512,0.6295160352036314,dos
5.293414377740782,tcp,623.0,111.0,0,0,0,0,0,0,0,14,7,0.4542760807182081,normal
0.05703489012602514,tcp,802.0,235.0,0,0,0,1,0,1,0,16,14,0.6672779581964695,normal
8.192702655466594,udp,68.0,446.0,0,0,0,0,0,0,0,22,20,0.5161544876784081,normal
,tcp,1980.0,76.0,0,0,0,1,3,0,0,12,12,0.18944661916101269,r2l
0.7966806706295226,tcp,243.0,218.0,0,0,0,1,0,0,0,108,50,0.4496633100894444,probe
0.18183554397625898,tcp,106413.0,121.0,0,0,0,1,0,0,0,458,504,0.7675527567242714,dos
5.578060523236301,tcp,667.0,94.0,0,0,0,0,0,1,0,25,25,0.6803628647050578,normal
10.719136773193023,tcp,1130.0,28.0,0,0,0,1,3,0,0,17,9,0.15383722942723452,r2l
0.22680557154784475,tcp,41144.0,90.0,0,0,0,0,0,0,0,507,512,1.0,dos
0.4238288111068612,icmp,110701.0,148.0,0,2,0,0,0,0,0,512,512,1.0,dos
0.518082927249556,tcp,393.0,288.0,0,0,0,1,1,1,0,22,15,0.8610445095075354,normal
2.393852472265532,udp,675.0,156.0,0,0,0,0,0,0,0,17,20,0.4682492667844766,normal
0.1609100246052062,tcp,428.0,689.0,0,0,0,0,0,1,0,27,16,0.5824978432138492,normal
1.1025948571303068,tcp,329.0,94.0,0,0,0,0,0,0,0,49,37,0.20586931670979797,probe
